PLAYER_ID,TEAM_ID,SEASON,PLAYER_NAME
1626162,1610612756,2019,Kelly Oubre Jr.
203967,1610612756,2019,Dario Saric
1626163,1610612756,2019,Frank Kaminsky
1626164,1610612756,2019,Devin Booker
201937,1610612756,2019,Ricky Rubio
1628969,1610612756,2019,Mikal Bridges
1629660,1610612756,2019,Ty Jerome
1629661,1610612756,2019,Cameron Johnson
1628975,1610612756,2019,Jevon Carter
203382,1610612756,2019,Aron Baynes
204020,1610612756,2019,Tyler Johnson
1629059,1610612756,2019,Elie Okobo
1628970,1610612766,2019,Miles Bridges
1629023,1610612766,2019,P.J. Washington
202687,1610612766,2019,Bismack Biyombo
1628984,1610612766,2019,Devonte' Graham
1626179,1610612766,2019,Terry Rozier
201587,1610612766,2019,Nicolas Batum
203469,1610612766,2019,Cody Zeller
101107,1610612766,2019,Marvin Williams
1628370,1610612766,2019,Malik Monk
1628407,1610612766,2019,Dwayne Bacon
1626195,1610612766,2019,Willy Hernangomez
203077,1610612766,2019,Michael Kidd-Gilchrist
203933,1610612754,2019,T.J. Warren
1627734,1610612754,2019,Domantas Sabonis
1626167,1610612754,2019,Myles Turner
203087,1610612754,2019,Jeremy Lamb
1627763,1610612754,2019,Malcolm Brogdon
203200,1610612754,2019,Justin Holiday
1628988,1610612754,2019,Aaron Holiday
204456,1610612754,2019,T.J. McConnell
203926,1610612754,2019,Doug McDermott
1629048,1610612754,2019,Goga Bitadze
1628993,1610612754,2019,Alize Johnson
1628388,1610612754,2019,TJ Leaf
203524,1610612763,2019,Solomon Hill
203109,1610612763,2019,Jae Crowder
1628991,1610612763,2019,Jaren Jackson Jr.
1628415,1610612763,2019,Dillon Brooks
1626145,1610612763,2019,Tyus Jones
1629001,1610612763,2019,De'Anthony Melton
1628960,1610612763,2019,Grayson Allen
203998,1610612763,2019,Bruno Caboclo
1629741,1610612763,2019,Marko Guduric
203937,1610612763,2019,Kyle Anderson
1629634,1610612763,2019,Brandon Clarke
202685,1610612763,2019,Jonas Valanciunas
1629139,1610612763,2019,Yuta Watanabe
1629672,1610612744,2019,Eric Paschall
1626172,1610612744,2019,Kevon Looney
1626161,1610612744,2019,Willie Cauley-Stein
203922,1610612744,2019,Glenn Robinson III
202692,1610612744,2019,Alec Burks
1629065,1610612744,2019,Ky Bowman
1627737,1610612744,2019,Marquese Chriss
1629673,1610612744,2019,Jordan Poole
1629016,1610612744,2019,Omari Spellman
1628980,1610612744,2019,Jacob Evans
203110,1610612744,2019,Draymond Green
1629631,1610612737,2019,De'Andre Hunter
203953,1610612737,2019,Jabari Parker
1627745,1610612737,2019,Damian Jones
1627761,1610612737,2019,DeAndre' Bembry
1629027,1610612737,2019,Trae Young
1713,1610612737,2019,Vince Carter
203458,1610612737,2019,Alex Len
1629629,1610612737,2019,Cam Reddish
202323,1610612737,2019,Evan Turner
1627820,1610612737,2019,Tyrone Wallace
1628981,1610612737,2019,Bruno Fernando
1629164,1610612737,2019,Brandon Goodwin
202718,1610612737,2019,Chandler Parsons
202710,1610612748,2019,Jimmy Butler
1628389,1610612748,2019,Bam Adebayo
203086,1610612748,2019,Meyers Leonard
1629130,1610612748,2019,Duncan Robinson
1629134,1610612748,2019,Kendrick Nunn
201609,1610612748,2019,Goran Dragic
1626159,1610612748,2019,Justise Winslow
1629735,1610612748,2019,Chris Silva
1629639,1610612748,2019,Tyler Herro
203482,1610612748,2019,Kelly Olynyk
1627884,1610612748,2019,Derrick Jones Jr.
2617,1610612748,2019,Udonis Haslem
201949,1610612748,2019,James Johnson
203925,1610612751,2019,Joe Harris
1627752,1610612751,2019,Taurean Prince
1628386,1610612751,2019,Jarrett Allen
202066,1610612751,2019,Garrett Temple
203915,1610612751,2019,Spencer Dinwiddie
1629058,1610612751,2019,Dzanan Musa
201599,1610612751,2019,DeAndre Jordan
202697,1610612751,2019,Iman Shumpert
1628021,1610612751,2019,David Nwaba
1629033,1610612751,2019,Theo Pinson
1629651,1610612751,2019,Nicolas Claxton
1626203,1610612750,2019,Treveon Graham
203496,1610612750,2019,Robert Covington
1626157,1610612750,2019,Karl-Anthony Towns
1629633,1610612750,2019,Jarrett Culver
203952,1610612750,2019,Andrew Wiggins
201952,1610612750,2019,Jeff Teague
1629006,1610612750,2019,Josh Okogie
203894,1610612750,2019,Shabazz Napier
1628966,1610612750,2019,Keita Bates-Diop
203476,1610612750,2019,Gorgui Dieng
1628395,1610612750,2019,Jordan Bell
1629675,1610612750,2019,Naz Reid
203943,1610612750,2019,Noah Vonleh
1627827,1610612742,2019,Dorian Finney-Smith
204001,1610612742,2019,Kristaps Porzingis
203939,1610612742,2019,Dwight Powell
203501,1610612742,2019,Tim Hardaway Jr.
1629029,1610612742,2019,Luka Doncic
1626153,1610612742,2019,Delon Wright
203552,1610612742,2019,Seth Curry
1628467,1610612742,2019,Maxi Kleber
1628973,1610612742,2019,Jalen Brunson
1628382,1610612742,2019,Justin Jackson
1626246,1610612742,2019,Boban Marjanovic
200826,1610612742,2019,J.J. Barea
201584,1610612742,2019,Courtney Lee
2544,1610612747,2019,LeBron James
203076,1610612747,2019,Anthony Davis
201580,1610612747,2019,JaVale McGee
201980,1610612747,2019,Danny Green
203484,1610612747,2019,Kentavious Caldwell-Pope
1628398,1610612747,2019,Kyle Kuzma
1627936,1610612747,2019,Alex Caruso
200765,1610612747,2019,Rajon Rondo
203584,1610612747,2019,Troy Daniels
2730,1610612747,2019,Dwight Howard
201162,1610612747,2019,Jared Dudley
1626188,1610612747,2019,Quinn Cook
201942,1610612759,2019,DeMar DeRozan
200752,1610612759,2019,Rudy Gay
1627751,1610612759,2019,Jakob Poeltl
1628401,1610612759,2019,Derrick White
1627854,1610612759,2019,Bryn Forbes
1627749,1610612759,2019,Dejounte Murray
201988,1610612759,2019,Patty Mills
1626168,1610612759,2019,Trey Lyles
1629234,1610612759,2019,Drew Eubanks
201158,1610612759,2019,Marco Belinelli
1629022,1610612759,2019,Lonnie Walker IV
201960,1610612759,2019,DeMarre Carroll
1629002,1610612759,2019,Chimezie Metu
203503,1610612765,2019,Tony Snell
201933,1610612765,2019,Blake Griffin
203083,1610612765,2019,Andre Drummond
1628379,1610612765,2019,Luke Kennard
1628971,1610612765,2019,Bruce Brown
204038,1610612765,2019,Langston Galloway
201565,1610612765,2019,Derrick Rose
202693,1610612765,2019,Markieff Morris
1629004,1610612765,2019,Svi Mykhailiuk
1626174,1610612765,2019,Christian Wood
1627748,1610612765,2019,Thon Maker
204025,1610612765,2019,Tim Frazier
1629635,1610612765,2019,Sekou Doumbouya
1628390,1610612760,2019,Terrance Ferguson
201568,1610612760,2019,Danilo Gallinari
203500,1610612760,2019,Steven Adams
1628983,1610612760,2019,Shai Gilgeous-Alexander
101108,1610612760,2019,Chris Paul
203457,1610612760,2019,Nerlens Noel
203471,1610612760,2019,Dennis Schroder
1627846,1610612760,2019,Abdel Nader
1629647,1610612760,2019,Darius Bazley
1629126,1610612760,2019,Deonte Burton
1628985,1610612760,2019,Devon Hall
203488,1610612760,2019,Mike Muscala
201950,1610612740,2019,Jrue Holiday
1627742,1610612740,2019,Brandon Ingram
1626143,1610612740,2019,Jahlil Okafor
200755,1610612740,2019,JJ Redick
1628366,1610612740,2019,Lonzo Ball
1629637,1610612740,2019,Jaxson Hayes
1628404,1610612740,2019,Josh Hart
202734,1610612740,2019,E'Twaun Moore
1629740,1610612740,2019,Nicolo Melli
1629638,1610612740,2019,Nickeil Alexander-Walker
202324,1610612740,2019,Derrick Favors
1628402,1610612740,2019,Frank Jackson
1629026,1610612740,2019,Kenrich Williams
1628371,1610612753,2019,Jonathan Isaac
203932,1610612753,2019,Aaron Gordon
203920,1610612753,2019,Khem Birch
203095,1610612753,2019,Evan Fournier
1628365,1610612753,2019,Markelle Fultz
1628411,1610612753,2019,Wes Iwundu
201571,1610612753,2019,D.J. Augustin
1628964,1610612753,2019,Mo Bamba
203082,1610612753,2019,Terrence Ross
1628982,1610612753,2019,Melvin Frazier Jr.
1628518,1610612753,2019,Amile Jefferson
203705,1610612753,2019,Josh Magette
1628384,1610612761,2019,OG Anunoby
1627783,1610612761,2019,Pascal Siakam
201188,1610612761,2019,Marc Gasol
1626181,1610612761,2019,Norman Powell
1627832,1610612761,2019,Fred VanVleet
201586,1610612761,2019,Serge Ibaka
1626178,1610612761,2019,Rondae Hollis-Jefferson
1629056,1610612761,2019,Terence Davis
1628449,1610612761,2019,Chris Boucher
1629052,1610612761,2019,Oshae Brissett
1626259,1610612761,2019,Malcolm Miller
1629608,1610612761,2019,Dewan Hernandez
1629044,1610612761,2019,Shamorie Ponds
1628972,1610612764,2019,Troy Brown Jr.
1629060,1610612764,2019,Rui Hachimura
1628418,1610612764,2019,Thomas Bryant
203078,1610612764,2019,Bradley Beal
202738,1610612764,2019,Isaiah Thomas
202722,1610612764,2019,Davis Bertans
202397,1610612764,2019,Ish Smith
203895,1610612764,2019,Jordan McRae
1629067,1610612764,2019,Isaac Bonga
1629185,1610612764,2019,Chris Chiozza
101133,1610612764,2019,Ian Mahinmi
1629021,1610612764,2019,Moritz Wagner
202695,1610612746,2019,Kawhi Leonard
203090,1610612746,2019,Maurice Harkless
1627826,1610612746,2019,Ivica Zubac
202331,1610612746,2019,Paul George
201976,1610612746,2019,Patrick Beverley
101150,1610612746,2019,Lou Williams
1626149,1610612746,2019,Montrezl Harrell
203210,1610612746,2019,JaMychal Green
1629010,1610612746,2019,Jerome Robinson
1629611,1610612746,2019,Terance Mann
202335,1610612746,2019,Patrick Patterson
1628476,1610612746,2019,Derrick Walton Jr.
1629662,1610612746,2019,Mfiondu Kabengele
1627759,1610612738,2019,Jaylen Brown
1628369,1610612738,2019,Jayson Tatum
1628464,1610612738,2019,Daniel Theis
203935,1610612738,2019,Marcus Smart
202689,1610612738,2019,Kemba Walker
202683,1610612738,2019,Enes Kanter
1629684,1610612738,2019,Grant Williams
1629750,1610612738,2019,Javonte Green
202954,1610612738,2019,Brad Wanamaker
1629057,1610612738,2019,Robert Williams III
1628400,1610612738,2019,Semi Ojeleye
1629035,1610612738,2019,Carsen Edwards
1629738,1610612738,2019,Vincent Poirier
1628373,1610612752,2019,Frank Ntilikina
202694,1610612752,2019,Marcus Morris Sr.
203459,1610612737,2019,Allen Crabbe
203463,1610612745,2019,Ben McLemore
200782,1610612745,2019,P.J. Tucker
2199,1610612745,2019,Tyson Chandler
201935,1610612745,2019,James Harden
201566,1610612745,2019,Russell Westbrook
1628392,1610612745,2019,Isaiah Hartenstein
203085,1610612745,2019,Austin Rivers
1629109,1610612745,2019,Gary Clark
200757,1610612745,2019,Thabo Sefolosha
1629598,1610612745,2019,Chris Clemons
203991,1610612745,2019,Clint Capela
1628412,1610612749,2019,Frank Mason
203115,1610612743,2019,Will Barton
200794,1610612743,2019,Paul Millsap
203999,1610612743,2019,Nikola Jokic
203914,1610612743,2019,Gary Harris
1627750,1610612743,2019,Jamal Murray
203924,1610612743,2019,Jerami Grant
1627823,1610612743,2019,Juancho Hernangomez
1628420,1610612743,2019,Monte Morris
203486,1610612743,2019,Mason Plumlee
1627736,1610612743,2019,Malik Beasley
1628470,1610612743,2019,Torrey Craig
1629008,1610612743,2019,Michael Porter Jr.
1629117,1610612758,2019,Wenyen Gabriel
203504,1610612755,2019,Trey Burke
1629015,1610612755,2019,Zhaire Smith
1629671,1610612762,2019,Miye Oni
1629630,1610612763,2019,Ja Morant
203918,1610612757,2019,Rodney Hood
2546,1610612757,2019,Carmelo Anthony
202355,1610612757,2019,Hassan Whiteside
203468,1610612757,2019,CJ McCollum
203081,1610612757,2019,Damian Lillard
1629642,1610612757,2019,Nassir Little
1629014,1610612757,2019,Anfernee Simons
1627746,1610612757,2019,Skal Labissiere
203145,1610612757,2019,Kent Bazemore
1629650,1610612757,2019,Moses Brown
1626209,1610612757,2019,Mario Hezonja
1629658,1610612757,2019,Jaylen Hoard
201229,1610612757,2019,Anthony Tolliver
1627767,1610612756,2019,Cheick Diallo
203585,1610612746,2019,Rodney McGruder
200746,1610612759,2019,LaMarcus Aldridge
201572,1610612749,2019,Brook Lopez
1626224,1610612739,2019,Cedi Osman
201567,1610612739,2019,Kevin Love
202684,1610612739,2019,Tristan Thompson
1629012,1610612739,2019,Collin Sexton
1629636,1610612739,2019,Darius Garland
1626204,1610612739,2019,Larry Nance Jr.
1629645,1610612739,2019,Kevin Porter Jr.
203903,1610612739,2019,Jordan Clarkson
1628035,1610612739,2019,Alfonzo McKinnie
203521,1610612739,2019,Matthew Dellavedova
1627790,1610612739,2019,Ante Zizic
202688,1610612739,2019,Brandon Knight
1629621,1610612755,2019,Marial Shayok
202329,1610612753,2019,Al-Farouq Aminu
1627740,1610612751,2019,Henry Ellenson
1627789,1610612751,2019,Timothe Luwawu-Cabarrot
1628990,1610612741,2019,Chandler Hutchison
1626156,1610612744,2019,D'Angelo Russell
1628383,1610612760,2019,Justin Patton
1629103,1610612750,2019,Kelan Martin
1628425,1610612749,2019,Sterling Brown
1628998,1610612766,2019,Cody Martin
1627863,1610612745,2019,Danuel House Jr.
1626196,1610612755,2019,Josh Richardson
1628413,1610612755,2019,Jonah Bolden
1629752,1610612762,2019,Juwan Morgan
1629168,1610612753,2019,BJ Johnson
1629066,1610612751,2019,Rodions Kurucs
101139,1610612764,2019,CJ Miles
1629682,1610612738,2019,Tremont Waters
1629669,1610612750,2019,Jaylen Nowell
1629678,1610612764,2019,Admiral Schofield
1629620,1610612764,2019,Justin Robinson
1629028,1610612756,2019,Deandre Ayton
1629648,1610612765,2019,Jordan Bone
1629018,1610612757,2019,Gary Trent Jr.
1629640,1610612759,2019,Keldon Johnson
1629744,1610612761,2019,Matt Thomas
1628513,1610612754,2019,Naz Mitrou-Long
1628977,1610612760,2019,Hamidou Diallo
1629731,1610612739,2019,Dean Wade
1629151,1610612742,2019,Ryan Broekhoff
1629610,1610612758,2019,DaQuan Jeffries
1629742,1610612762,2019,Stanton Kidd
1629625,1610612762,2019,Justin Wright-Foreman
202696,1610612753,2019,Nikola Vucevic
1629076,1610612739,2019,Tyler Cook
1629597,1610612740,2019,Zylan Cheatham
1627982,1610612740,2019,Josh Gray
1627774,1610612750,2019,Jake Layman
1628968,1610612754,2019,Brian Bowen II
203960,1610612754,2019,JaKarr Sampson
203487,1610612753,2019,Michael Carter-Williams
1629020,1610612743,2019,Jarred Vanderbilt
1629718,1610612737,2019,Charles Brown Jr.
201583,1610612745,2019,Ryan Anderson
1626169,1610612761,2019,Stanley Johnson
1629133,1610612748,2019,Daryl Macon
202681,1610612751,2019,Kyrie Irving
1628997,1610612766,2019,Caleb Martin
1629668,1610612747,2019,Zach Norvell Jr.
1628410,1610612754,2019,Edmond Sumner
1629641,1610612738,2019,Romeo Langford
202340,1610612747,2019,Avery Bradley
1628989,1610612737,2019,Kevin Huerter
1628381,1610612737,2019,John Collins
1629644,1610612748,2019,KZ Okpala
1629162,1610612750,2019,Jordan McLaughlin
201569,1610612745,2019,Eric Gordon
1627814,1610612744,2019,Damion Lee
1629013,1610612746,2019,Landry Shamet
1629659,1610612747,2019,Talen Horton-Tucker
1627747,1610612751,2019,Caris LeVert
202330,1610612738,2019,Gordon Hayward
1629723,1610612763,2019,John Konchar
2200,1610612757,2019,Pau Gasol
1629714,1610612762,2019,Jarrell Brantley
200768,1610612761,2019,Kyle Lowry
1629017,1610612765,2019,Khyri Thomas
1628368,1610612758,2019,De'Aaron Fox
203079,1610612748,2019,Dion Waiters
203490,1610612741,2019,Otto Porter Jr.
1626187,1610612745,2019,Michael Frazier
202326,1610612747,2019,DeMarcus Cousins
1628380,1610612757,2019,Zach Collins
1628427,1610612743,2019,Vlatko Cancar
201163,1610612751,2019,Wilson Chandler
1629605,1610612738,2019,Tacko Fall
201939,1610612744,2019,Stephen Curry
1627775,1610612761,2019,Patrick McCaw
203901,1610612752,2019,Elfrid Payton
1628961,1610612747,2019,Kostas Antetokounmpo
203089,1610612739,2019,John Henson
1629726,1610612764,2019,Garrison Mathews
1628405,1610612746,2019,Johnathan Motley
1629607,1610612756,2019,Jared Harper
1628408,1610612743,2019,PJ Dozier
1629667,1610612766,2019,Jalen McDaniels
202704,1610612765,2019,Reggie Jackson
1628963,1610612758,2019,Marvin Bagley III
1629676,1610612742,2019,Isaiah Roby
1628394,1610612764,2019,Anzejs Pasecniks
1627883,1610612764,2019,Jalen Jones
1629312,1610612755,2019,Haywood Highsmith
1629746,1610612755,2019,Christ Koumadje
1627776,1610612755,2019,Isaiah Miles
1627819,1610612761,2019,Isaiah Taylor
1626166,1610612761,2019,Cameron Payne
1628421,1610612761,2019,Devin Robinson
1629962,1610612751,2019,Devin Cannady
201142,1610612751,2019,Kevin Durant
1629747,1610612751,2019,CJ Massinburg
202498,1610612751,2019,Lance Thomas
203710,1610612751,2019,C.J. Williams
101123,1610612745,2019,Gerald Green
1629070,1610612745,2019,Matur Maker
2403,1610612745,2019,Nene
1629044,1610612745,2019,Shamorie Ponds
1629034,1610612745,2019,Ray Spalding
1629734,1610612748,2019,Kyle Alexander
1628432,1610612748,2019,Davon Reed
1629967,1610612748,2019,Skyler Flatten
204215,1610612748,2019,Bubu Palo
1629824,1610612740,2019,Jalen Adams
1629715,1610612740,2019,Javon Bess
1628448,1610612740,2019,Kavell Bigby-Williams
203121,1610612740,2019,Darius Miller
1629627,1610612740,2019,Zion Williamson
203493,1610612752,2019,Reggie Bullock
1629722,1610612752,2019,V.J. King
1629777,1610612752,2019,Lamar Peters
1629624,1610612752,2019,Kenny Wooten
1629594,1610612763,2019,Bennie Boatwright
2738,1610612763,2019,Andre Iguodala
1628367,1610612763,2019,Josh Jackson
203101,1610612763,2019,Miles Plumlee
1628397,1610612763,2019,Ivan Rabb
1629683,1610612759,2019,Quinndary Weatherspoon
1629677,1610612759,2019,Luka Samanic
1629756,1610612759,2019,Daulton Hommes
1629719,1610612747,2019,Devontae Cacok
1627743,1610612747,2019,Demetrius Jackson
1629305,1610612747,2019,Marcus Allen
1626150,1610612744,2019,Andrew Harrison
1629800,1610612744,2019,Kavion Pippen
1629308,1610612744,2019,Juan Toscano-Anderson
1628035,1610612744,2019,Alfonzo McKinnie
1629346,1610612744,2019,Alen Smailagic
202691,1610612744,2019,Klay Thompson
1629833,1610612757,2019,Keljin Blevins
1628505,1610612757,2019,Troy Caupain
1628506,1610612757,2019,London Perrantes
203994,1610612757,2019,Jusuf Nurkic
203092,1610612743,2019,Tyler Zeller
1629626,1610612743,2019,Bol Bol
1629729,1610612742,2019,Josh Reaves
1628499,1610612742,2019,Antonius Cleveland
1629599,1610612746,2019,Amir Coffey
1629055,1610612746,2019,Donte Grantham
1629806,1610612746,2019,B.J. Taylor
1628769,1610612737,2019,Tahjere McCall
1629717,1610612737,2019,Armoni Brooks
1629094,1610612737,2019,Marcus Derrickson
1626296,1610612737,2019,Jordan Sibert
1629779,1610612741,2019,Justin Simon
1628495,1610612741,2019,Milton Doyle
1629690,1610612741,2019,Adam Mokoka
1626245,1610612741,2019,Cristiano Felicio
1629679,1610612741,2019,Simisola Shittu
1627820,1610612750,2019,Tyrone Wallace
1628967,1610612750,2019,Tyus Battle
1629956,1610612750,2019,Barry Brown
1629244,1610612749,2019,Cameron Reynolds
1629730,1610612749,2019,Rayjon Tucker
1629860,1610612753,2019,Jon Davis
1629353,1610612753,2019,Isaac Humphries
1629610,1610612753,2019,DaQuan Jeffries
1629724,1610612753,2019,Vic Law
2207,1610612765,2019,Joe Johnson
1629270,1610612765,2019,Todd Withers
1629743,1610612765,2019,Donta Hall
1629663,1610612765,2019,Louis King
1628424,1610612766,2019,Kobi Simmons
1629606,1610612766,2019,Robert Franks
1629759,1610612766,2019,Ahmed Hill
1628417,1610612745,2019,Jaron Blossomgame
1627784,1610612763,2019,Jarrod Uthoff
203583,1610612760,2019,Abdul Gaddy
1629652,1610612760,2019,Luguentz Dort
1629152,1610612760,2019,DeVaughn Akoon-Purcell
1627988,1610612760,2019,Myke Henry
203961,1610612760,2019,Eric Moreland
203460,1610612760,2019,Andre Roberson
1627858,1610612762,2019,Kyle Collinsworth
1629739,1610612762,2019,William Howard
203687,1610612747,2019,Reggie Hearn
1628578,1610612754,2019,Amida Brimah
1627215,1610612754,2019,Walt Lemon Jr.
203506,1610612754,2019,Victor Oladipo
203912,1610612754,2019,C.J. Wilcox
1629622,1610612738,2019,Max Strus
1629232,1610612738,2019,Kaiser Gates
1628999,1610612738,2019,Yante Maten
1626185,1610612739,2019,Jarell Martin
1629716,1610612739,2019,Marques Bolden
1628414,1610612739,2019,Sindarius Thornwell
1627789,1610612739,2019,Timothe Luwawu-Cabarrot
1627772,1610612739,2019,Daniel Hamilton
1629122,1610612739,2019,J.P. Macura
1629685,1610612739,2019,Dylan Windler
1629725,1610612748,2019,Jeremiah Martin
1628539,1610612748,2019,Mychal Mulder
1628605,1610612763,2019,Dusty Hannahs
1629751,1610612742,2019,Dakota Mathias
1629689,1610612742,2019,Aric Holman
1628399,1610612758,2019,Tyler Lydon
203138,1610612758,2019,Hollis Thompson
1627755,1610612758,2019,Tyler Ulis
1629076,1610612743,2019,Tyler Cook
1629665,1610612756,2019,Jalen Lecque
1629826,1610612756,2019,Norense Odiase
1629749,1610612756,2019,David Kramer
1629745,1610612756,2019,Tariq Owens
204065,1610612747,2019,David Stockton
1629664,1610612759,2019,Dedric Lawson
1629825,1610612741,2019,Perrion Callandret
1628996,1610612761,2019,Sagaba Konate
1629121,1610612749,2019,Jaylen Adams
1629612,1610612749,2019,Luke Maye
1626147,1610612764,2019,Justin Anderson
1629595,1610612764,2019,Phil Booth
1629203,1610612764,2019,Jemerrio Jones
202322,1610612764,2019,John Wall
1629061,1610612751,2019,Deng Adel
1629786,1610612751,2019,John Egbunu
1629616,1610612766,2019,Josh Perkins
1629147,1610612766,2019,Joe Chealey
1629609,1610612752,2019,Amir Hinton
1629129,1610612762,2019,Trevon Bluiett
1629819,1610612742,2019,Yudai Baba
1629753,1610612758,2019,Isaiah Pineiro
1628450,1610612758,2019,Eric Mika
1629818,1610612750,2019,Jordan Murphy
1629623,1610612750,2019,Lindell Wigginton
1629615,1610612746,2019,James Palmer Jr.
1629097,1610612746,2019,Terry Larrier
1629118,1610612766,2019,Thomas Welsh
203461,1610612745,2019,Anthony Bennett
1629034,1610612737,2019,Ray Spalding
203906,1610612744,2019,Devyn Marble
1629755,1610612753,2019,Hassani Gravett
1629721,1610612754,2019,JaKeenan Gant
202695,1610612761,2018,Kawhi Leonard
1627783,1610612761,2018,Pascal Siakam
201188,1610612761,2018,Marc Gasol
201980,1610612761,2018,Danny Green
200768,1610612761,2018,Kyle Lowry
1627832,1610612761,2018,Fred VanVleet
201586,1610612761,2018,Serge Ibaka
1626181,1610612761,2018,Norman Powell
1628384,1610612761,2018,OG Anunoby
202391,1610612761,2018,Jeremy Lin
1627775,1610612761,2018,Patrick McCaw
201975,1610612761,2018,Jodie Meeks
1626259,1610612761,2018,Malcolm Miller
2738,1610612744,2018,Andre Iguodala
203110,1610612744,2018,Draymond Green
1626172,1610612744,2018,Kevon Looney
202691,1610612744,2018,Klay Thompson
201939,1610612744,2018,Stephen Curry
101106,1610612744,2018,Andrew Bogut
1628035,1610612744,2018,Alfonzo McKinnie
202326,1610612744,2018,DeMarcus Cousins
1626188,1610612744,2018,Quinn Cook
2733,1610612744,2018,Shaun Livingston
201973,1610612744,2018,Jonas Jerebko
1628395,1610612744,2018,Jordan Bell
1628980,1610612744,2018,Jacob Evans
201142,1610612744,2018,Kevin Durant
1628449,1610612761,2018,Chris Boucher
203961,1610612761,2018,Eric Moreland
1627745,1610612744,2018,Damian Jones
203114,1610612749,2018,Khris Middleton
203507,1610612749,2018,Giannis Antetokounmpo
201572,1610612749,2018,Brook Lopez
1627763,1610612749,2018,Malcolm Brogdon
202339,1610612749,2018,Eric Bledsoe
201588,1610612749,2018,George Hill
101141,1610612749,2018,Ersan Ilyasova
1626192,1610612749,2018,Pat Connaughton
1628425,1610612749,2018,Sterling Brown
204025,1610612749,2018,Tim Frazier
202703,1610612749,2018,Nikola Mirotic
203503,1610612749,2018,Tony Snell
1628391,1610612749,2018,D.J. Wilson
203090,1610612757,2018,Maurice Harkless
202329,1610612757,2018,Al-Farouq Aminu
203086,1610612757,2018,Meyers Leonard
203468,1610612757,2018,CJ McCollum
203081,1610612757,2018,Damian Lillard
203918,1610612757,2018,Rodney Hood
1628380,1610612757,2018,Zach Collins
203552,1610612757,2018,Seth Curry
202683,1610612757,2018,Enes Kanter
202323,1610612757,2018,Evan Turner
1627746,1610612757,2018,Skal Labissiere
1627774,1610612757,2018,Jake Layman
